,player_name,event,event_type,event_date,score
6708,larz70,AWR,PVP-S,2019-08-05,1.0
6709,marsdeon,AWR,PVP-S,2019-08-05,1.0
6710,gideon,AWR,PVP-S,2019-08-05,0.9
6711,kagetora,AWR,PVP-S,2019-08-05,1.0
6712,magicninja1,AWR,PVP-S,2019-08-05,0.932
6713,soybomb,AWR,PVP-S,2019-08-05,1.0
6714,lost4g,AWR,PVP-S,2019-08-05,1.0
6715,zw2007,AWR,PVP-S,2019-08-05,1.0
6716,cadmium,AWR,PVP-S,2019-08-05,0.992
6717,kyrle,AWR,PVP-S,2019-08-05,0.988
6718,oikeus,AWR,PVP-S,2019-08-05,0.96
6719,yaanchy,AWR,PVP-S,2019-08-05,0.84
6720,mister20,RAW,PVP-S,2019-07-29,1.0
6721,yaanchy,RAW,PVP-S,2019-07-29,0.9875
6722,darkcanuck,RAW,PVP-S,2019-07-29,0.8333
6723,cerberus,RAW,PVP-S,2019-07-29,0.9042
6724,cadmium,RAW,PVP-S,2019-07-29,1.0
6725,fartingsnail,RAW,PVP-S,2019-07-29,1.0
6726,shrek,RAW,PVP-S,2019-07-29,0.8542
6727,kauppila,RAW,PVP-S,2019-07-29,0.8208
6728,oikeus,RAW,PVP-S,2019-07-29,1.0
6729,hesturk,RAW,PVP-S,2019-07-29,0.9375
6730,demonious,RAW,PVP-S,2019-07-29,0.8542
6731,zohair,RAW,PVP-S,2019-07-29,0.8375
6732,europachaos,RAW,PVP-S,2019-07-29,0.85
6733,guest,RAW,PVP-S,2019-07-29,0.9792
6734,arklight,RAW,PVP-S,2019-07-29,0.875
6735,oibaf2000,RAW,PVP-S,2019-07-29,0.85
6736,lost4g,RAW,PVP-S,2019-07-29,0.9458
6737,edhmage,RAW,PVP-S,2019-07-29,1.0
6738,omi77,RAW,PVP-S,2019-07-29,0.8583
6739,tinyau,RAW,PVP-S,2019-07-29,0.8458
6740,nyarlathotep,RAW,PVP-S,2019-07-29,0.8958
6741,scottisenses,RAW,PVP-S,2019-07-29,0.95
6742,nezumi,RAW,PVP-S,2019-07-29,0.9458
6743,themorbo,RAW,PVP-S,2019-07-29,0.7375
6744,magegaga,RAW,PVP-S,2019-07-29,0.9042
6745,6demonbag,RAW,PVP-S,2019-07-29,0.5708
6746,xombiemike,RAW,PVP-S,2019-07-29,0.8167
6747,potency,RAW,PVP-S,2019-07-29,0.7167
6748,tamiyo,RAW,PVP-S,2019-07-29,0.5083
6749,hueytw,RAW,PVP-S,2019-07-29,0.7375
6750,chronomor,RAW,PVP-S,2019-07-29,0.6125
6751,mjuhlz,RAW,PVP-S,2019-07-29,0.7875
6752,themuffinman,RAW,PVP-S,2019-07-29,0.8083
6753,telanthar,RAW,PVP-S,2019-07-29,0.6125
6754,tomnoxx,RAW,PVP-S,2019-07-29,0.5667
6755,schmara,RAW,PVP-S,2019-07-29,0.5
6756,anonik,RAW,PVP-S,2019-07-29,0.5208
6757,skeletor,RAW,PVP-S,2019-07-29,0.4333
6760,pinkyellow1203,RAW,PVP-S,2019-07-29,0.5375
6761,kensei,RAW,PVP-S,2019-07-29,0.525
6762,laeuftbeidir,RAW,PVP-S,2019-07-29,0.075
6763,djganesh,RAW,PVP-S,2019-07-29,0.4208
6764,raunen,RAW,PVP-S,2019-07-29,0.5208
6765,magicdj,RAW,PVP-S,2019-07-29,0.3125
6766,saeren,RAW,PVP-S,2019-07-29,0.4625
6767,huanchoo,RAW,PVP-S,2019-07-29,0.6208
6768,tomcatmcgee,RAW,PVP-S,2019-07-29,0.3833
6769,rylenor,RAW,PVP-S,2019-07-29,0.5958
6770,lokijira,RAW,PVP-S,2019-07-29,0.2958
6771,bebop112,RAW,PVP-S,2019-07-29,0.0
6772,nezkhy,RAW,PVP-S,2019-07-29,0.6042
6773,alfred,RAW,PVP-S,2019-07-29,0.5583
6774,theros,RAW,PVP-S,2019-07-29,0.2792
6775,twister,RAW,PVP-S,2019-07-29,0.6083
6776,daninja,RAW,PVP-S,2019-07-29,0.6542
6777,donthateme,RAW,PVP-S,2019-07-29,0.7375
6778,shadowspace,RAW,PVP-S,2019-07-29,0.9458
6780,caddam,RAW,PVP-S,2019-07-29,0.3083
6781,draugdae,RAW,PVP-S,2019-07-29,0.6375
6782,mkshield,RAW,PVP-S,2019-07-29,0.9042
6783,vizzerdrix,RAW,PVP-S,2019-07-29,0.0
6784,snapple,RAW,PVP-S,2019-07-29,0.6917
6785,burrito,RAW,PVP-S,2019-07-29,0.425
6786,patricio,RAW,PVP-S,2019-07-29,0.1292
6787,evil knot,RAW,PVP-S,2019-07-29,0.3375
6788,divinecrisis,RAW,PVP-S,2019-07-29,0.0542
6789,gorelash,RAW,PVP-S,2019-07-29,0.0
6790,shaggy2000,RAW,PVP-S,2019-07-29,0.725
6791,hillz99,RAW,PVP-S,2019-07-29,0.6667
6792,woodenh0rse,RAW,PVP-S,2019-07-29,0.475
6793,kyrle,RAW,PVP-S,2019-07-29,0.0
6800,cactusjack,RAW,PVP-S,2019-07-29,0.0208
6801,dsfargeg,RAW,PVP-S,2019-07-29,0.0417
6802,gerillap,RAW,PVP-S,2019-07-29,0.3667
6803,gothamflash,RAW,PVP-S,2019-07-29,0.0
6804,jainus,RAW,PVP-S,2019-07-29,0.0
6805,zw2007,RAW,PVP-S,2019-07-29,0.375
6806,lumiere,RAW,PVP-S,2019-07-29,0.1917
6808,pharom,RAW,PVP-S,2019-07-29,0.2167
6809,morris01,RAW,PVP-S,2019-07-29,0.65
6811,redwizzard4,RAW,PVP-S,2019-07-29,0.0542
6812,ronbb,RAW,PVP-S,2019-07-29,0.0
6814,biggestbunny,RAW,PVP-S,2019-07-29,0.5375
6815,shomithemonkey,RAW,PVP-S,2019-07-29,0.0625
6817,sirfury,RAW,PVP-S,2019-07-29,0.5417
6818,mithras,RAW,PVP-S,2019-07-29,0.1417
6821,cmikaitis,RAW,PVP-S,2019-07-29,0.2458
6822,diviodurr,RAW,PVP-S,2019-07-29,0.0
6823,emissary,RAW,PVP-S,2019-07-29,0.6083
6824,gofreo,RAW,PVP-S,2019-07-29,0.0
6825,greywolf,RAW,PVP-S,2019-07-29,0.3333
6826,gypsiemerald,RAW,PVP-S,2019-07-29,0.0
6827,hburger,RAW,PVP-S,2019-07-29,0.0
6828,jayariel,RAW,PVP-S,2019-07-29,0.0
6829,mongkokkid,RAW,PVP-S,2019-07-29,0.3
6830,norinth,RAW,PVP-S,2019-07-29,0.0
6831,poptartcat,RAW,PVP-S,2019-07-29,0.0
6832,rentrout,RAW,PVP-S,2019-07-29,0.0
6833,rooster,RAW,PVP-S,2019-07-29,0.0
6834,serenity,RAW,PVP-S,2019-07-29,0.6292
6835,thabombs,RAW,PVP-S,2019-07-29,0.0833
6836,tomtecat,RAW,PVP-S,2019-07-29,0.0
6840,madwren,RAW,PVP-S,2019-07-29,0.975
6841,matthew,RAW,PVP-S,2019-07-29,1.0
6842,zariath,RAW,PVP-S,2019-07-29,0.9792
6843,first,RAW,PVP-S,2019-07-29,0.9167
6844,nickolas,RAW,PVP-S,2019-07-29,0.975
6845,houdin,RAW,PVP-S,2019-07-29,0.9458
6846,ironer,RAW,PVP-S,2019-07-29,1.0
6847,shteev,RAW,PVP-S,2019-07-29,0.9583
6848,larz70,RAW,PVP-S,2019-07-29,1.0
6849,marsdeon,RAW,PVP-S,2019-07-29,0.975
6850,gideon,RAW,PVP-S,2019-07-29,0.85
6851,kagetora,RAW,PVP-S,2019-07-29,0.9583
6852,magicninja1,RAW,PVP-S,2019-07-29,0.8958
6853,summonghost,RAW,PVP-S,2019-07-29,1.0
6854,soybomb,RAW,PVP-S,2019-07-29,1.0
6855,operasm,RAW,PVP-S,2019-07-29,1.0
6856,d3r3lict,RAW,PVP-S,2019-07-29,1.0
6857,analconda,RAW,PVP-S,2019-07-29,0.9542
6858,amoxjs,RAW,PVP-S,2019-07-29,0.9333
6859,ggbond,RAW,PVP-S,2019-07-29,0.8625
6860,mister20,TE,PVE-S,2019-07-22,0.8917
6861,yaanchy,TE,PVE-S,2019-07-22,0.8917
6862,darkcanuck,TE,PVE-S,2019-07-22,0.943
6863,cerberus,TE,PVE-S,2019-07-22,0.9516
6864,cadmium,TE,PVE-S,2019-07-22,0.8462
6865,fartingsnail,TE,PVE-S,2019-07-22,0.963
6866,shrek,TE,PVE-S,2019-07-22,0.9231
6867,kauppila,TE,PVE-S,2019-07-22,0.8205
6868,oikeus,TE,PVE-S,2019-07-22,0.9202
6869,hesturk,TE,PVE-S,2019-07-22,0.8946
6870,demonious,TE,PVE-S,2019-07-22,0.8803
6871,zohair,TE,PVE-S,2019-07-22,0.7778
6872,europachaos,TE,PVE-S,2019-07-22,0.8091
6873,guest,TE,PVE-S,2019-07-22,0.9145
6874,arklight,TE,PVE-S,2019-07-22,0.7607
6875,oibaf2000,TE,PVE-S,2019-07-22,0.6724
6876,lost4g,TE,PVE-S,2019-07-22,0.9117
6877,edhmage,TE,PVE-S,2019-07-22,0.8006
6878,omi77,TE,PVE-S,2019-07-22,0.8006
6879,tinyau,TE,PVE-S,2019-07-22,0.8006
6880,nyarlathotep,TE,PVE-S,2019-07-22,0.6923
6881,scottisenses,TE,PVE-S,2019-07-22,0.8974
6882,nezumi,TE,PVE-S,2019-07-22,0.7009
6883,themorbo,TE,PVE-S,2019-07-22,0.8974
6884,magegaga,TE,PVE-S,2019-07-22,0.5926
6885,6demonbag,TE,PVE-S,2019-07-22,0.8803
6886,xombiemike,TE,PVE-S,2019-07-22,0.7123
6887,potency,TE,PVE-S,2019-07-22,0.5755
6888,tamiyo,TE,PVE-S,2019-07-22,0.5584
6889,hueytw,TE,PVE-S,2019-07-22,0.4387
6890,chronomor,TE,PVE-S,2019-07-22,0.8803
6891,mjuhlz,TE,PVE-S,2019-07-22,0.453
6892,themuffinman,TE,PVE-S,2019-07-22,0.5014
6893,telanthar,TE,PVE-S,2019-07-22,0.5926
6894,tomnoxx,TE,PVE-S,2019-07-22,0.698
6895,schmara,TE,PVE-S,2019-07-22,0.4644
6896,anonik,TE,PVE-S,2019-07-22,0.3134
6897,skeletor,TE,PVE-S,2019-07-22,0.4274
6898,valdahsor,TE,PVE-S,2019-07-22,0.2821
6900,pinkyellow1203,TE,PVE-S,2019-07-22,0.6695
6901,kensei,TE,PVE-S,2019-07-22,0.3362
6902,laeuftbeidir,TE,PVE-S,2019-07-22,0.4587
6903,djganesh,TE,PVE-S,2019-07-22,0.4245
6904,raunen,TE,PVE-S,2019-07-22,0.2593
6905,magicdj,TE,PVE-S,2019-07-22,0.1168
6906,saeren,TE,PVE-S,2019-07-22,0.0
6907,huanchoo,TE,PVE-S,2019-07-22,0.2308
6908,tomcatmcgee,TE,PVE-S,2019-07-22,0.2308
6909,rylenor,TE,PVE-S,2019-07-22,0.1026
6910,lokijira,TE,PVE-S,2019-07-22,0.2308
6911,bebop112,TE,PVE-S,2019-07-22,0.1311
6912,nezkhy,TE,PVE-S,2019-07-22,0.7179
6913,alfred,TE,PVE-S,2019-07-22,0.7066
6914,theros,TE,PVE-S,2019-07-22,0.4444
6915,twister,TE,PVE-S,2019-07-22,0.433
6916,daninja,TE,PVE-S,2019-07-22,0.2536
6917,donthateme,TE,PVE-S,2019-07-22,0.0513
6918,shadowspace,TE,PVE-S,2019-07-22,0.0
6922,mkshield,TE,PVE-S,2019-07-22,0.8006
6923,vizzerdrix,TE,PVE-S,2019-07-22,0.7521
6924,snapple,TE,PVE-S,2019-07-22,0.5726
6925,burrito,TE,PVE-S,2019-07-22,0.4274
6926,patricio,TE,PVE-S,2019-07-22,0.3476
6927,evil knot,TE,PVE-S,2019-07-22,0.3077
6928,divinecrisis,TE,PVE-S,2019-07-22,0.245
6929,gorelash,TE,PVE-S,2019-07-22,0.245
6930,shaggy2000,TE,PVE-S,2019-07-22,0.2194
6931,hillz99,TE,PVE-S,2019-07-22,0.0826
6932,woodenh0rse,TE,PVE-S,2019-07-22,0.0171
6933,kyrle,TE,PVE-S,2019-07-22,0.0142
6940,cactusjack,TE,PVE-S,2019-07-22,0.0057
6942,gerillap,TE,PVE-S,2019-07-22,0.5157
6944,jainus,TE,PVE-S,2019-07-22,0.1595
6946,lumiere,TE,PVE-S,2019-07-22,0.0057
6949,morris01,TE,PVE-S,2019-07-22,0.5812
6951,redwizzard4,TE,PVE-S,2019-07-22,0.2963
6952,ronbb,TE,PVE-S,2019-07-22,0.0741
6955,shomithemonkey,TE,PVE-S,2019-07-22,0.0114
6958,mithras,TE,PVE-S,2019-07-22,0.0285
6961,cmikaitis,TE,PVE-S,2019-07-22,0.3533
6962,diviodurr,TE,PVE-S,2019-07-22,0.0
6963,emissary,TE,PVE-S,2019-07-22,0.7265
6964,gofreo,TE,PVE-S,2019-07-22,0.0
6965,greywolf,TE,PVE-S,2019-07-22,0.1766
6966,gypsiemerald,TE,PVE-S,2019-07-22,0.0
6967,hburger,TE,PVE-S,2019-07-22,0.0
6968,jayariel,TE,PVE-S,2019-07-22,0.0
6969,mongkokkid,TE,PVE-S,2019-07-22,0.0798
6970,norinth,TE,PVE-S,2019-07-22,0.0
6971,poptartcat,TE,PVE-S,2019-07-22,0.0
6972,rentrout,TE,PVE-S,2019-07-22,0.0
6973,rooster,TE,PVE-S,2019-07-22,0.0
6974,serenity,TE,PVE-S,2019-07-22,0.6467
6975,thabombs,TE,PVE-S,2019-07-22,0.208
6976,tomtecat,TE,PVE-S,2019-07-22,0.0399
6980,madwren,TE,PVE-S,2019-07-22,0.9972
6981,matthew,TE,PVE-S,2019-07-22,0.9601
6982,zariath,TE,PVE-S,2019-07-22,0.9316
6983,first,TE,PVE-S,2019-07-22,0.8519
6984,nickolas,TE,PVE-S,2019-07-22,0.8974
6985,houdin,TE,PVE-S,2019-07-22,0.9345
6986,ironer,TE,PVE-S,2019-07-22,0.9345
6987,shteev,TE,PVE-S,2019-07-22,1.0
6988,larz70,TE,PVE-S,2019-07-22,0.9858
6989,marsdeon,TE,PVE-S,2019-07-22,0.849
6990,gideon,TE,PVE-S,2019-07-22,0.8803
6991,kagetora,TE,PVE-S,2019-07-22,0.8718
6992,magicninja1,TE,PVE-S,2019-07-22,0.9231
6993,summonghost,TE,PVE-S,2019-07-22,0.9487
6994,soybomb,TE,PVE-S,2019-07-22,1.0
6995,operasm,TE,PVE-S,2019-07-22,0.9345
6996,d3r3lict,TE,PVE-S,2019-07-22,0.9003
6997,analconda,TE,PVE-S,2019-07-22,0.849
6998,amoxjs,TE,PVE-S,2019-07-22,0.9858
6999,ggbond,TE,PVE-S,2019-07-22,0.9088
7000,nezumi,TDW,PVP-S,2019-07-15,0.9296
7001,yaanchy,TDW,PVP-S,2019-07-15,0.9111
7002,twister,TDW,PVP-S,2019-07-15,0.8796
7003,cerberus,TDW,PVP-S,2019-07-15,0.9463
7004,scottisenses,TDW,PVP-S,2019-07-15,0.9778
7005,fartingsnail,TDW,PVP-S,2019-07-15,0.9741
7006,shrek,TDW,PVP-S,2019-07-15,0.9111
7007,operasm,TDW,PVP-S,2019-07-15,1.0
7008,amoxjs,TDW,PVP-S,2019-07-15,0.9315
7009,hesturk,TDW,PVP-S,2019-07-15,0.9741
7010,themuffinman,TDW,PVP-S,2019-07-15,0.9667
7011,zohair,TDW,PVP-S,2019-07-15,0.9963
7012,europachaos,TDW,PVP-S,2019-07-15,0.9407
7013,guest,TDW,PVP-S,2019-07-15,0.9426
7014,d3r3lict,TDW,PVP-S,2019-07-15,0.9333
7015,oibaf2000,TDW,PVP-S,2019-07-15,0.9037
7016,lost4g,TDW,PVP-S,2019-07-15,1.0
7017,edhmage,TDW,PVP-S,2019-07-15,0.9333
7018,omi77,TDW,PVP-S,2019-07-15,0.9741
7019,magegaga,TDW,PVP-S,2019-07-15,0.8407
7020,6demonbag,TDW,PVP-S,2019-07-15,0.7833
7021,alfredseet,TDW,PVP-S,2019-07-15,0.7833
7022,analconda,TDW,PVP-S,2019-07-15,0.9593
7023,daninja,TDW,PVP-S,2019-07-15,1.0
7024,demonious,TDW,PVP-S,2019-07-15,0.9296
7025,ggbond,TDW,PVP-S,2019-07-15,0.9944
7026,shadowspace,TDW,PVP-S,2019-07-15,0.9296
7027,donthateme,TDW,PVP-S,2019-07-15,0.8852
7028,macabra,TDW,PVP-S,2019-07-15,0.8926
7029,mjuhlz,TDW,PVP-S,2019-07-15,0.5944
7030,nyarlathotep,TDW,PVP-S,2019-07-15,1.0
7031,potency,TDW,PVP-S,2019-07-15,0.8093
7032,sirfury,TDW,PVP-S,2019-07-15,0.813
7033,tamiyo,TDW,PVP-S,2019-07-15,0.7778
7034,themorbo,TDW,PVP-S,2019-07-15,0.9259
7035,gaston,TDW,PVP-S,2019-07-15,0.0444
7036,theros,TDW,PVP-S,2019-07-15,0.987
7037,tinyau,TDW,PVP-S,2019-07-15,0.9407
7038,tomnoxx,TDW,PVP-S,2019-07-15,0.863
7039,valdahsor,TDW,PVP-S,2019-07-15,0.8722
7040,huanchoo,TDW,PVP-S,2019-07-15,0.7426
7041,mister20,TDW,PVP-S,2019-07-15,0.8889
7042,darkcanuck,TDW,PVP-S,2019-07-15,0.9648
7043,djganesh,TDW,PVP-S,2019-07-15,0.3556
7044,hueytw,TDW,PVP-S,2019-07-15,0.5259
7045,bebop112,TDW,PVP-S,2019-07-15,0.4722
7046,kensei,TDW,PVP-S,2019-07-15,0.45
7047,magicdj,TDW,PVP-S,2019-07-15,0.3889
7048,mjrcogs,TDW,PVP-S,2019-07-15,0.8685
7049,morgoth,TDW,PVP-S,2019-07-15,0.7426
7050,schmara,TDW,PVP-S,2019-07-15,0.4685
7051,pinkyellow1203,TDW,PVP-S,2019-07-15,0.7315
7052,raunen,TDW,PVP-S,2019-07-15,0.5519
7053,rylenor,TDW,PVP-S,2019-07-15,0.7556
7054,lokijira,TDW,PVP-S,2019-07-15,0.3722
7055,skeletor,TDW,PVP-S,2019-07-15,0.5833
7056,fartneedles,TDW,PVP-S,2019-07-15,0.3722
7057,tomcatmcgee,TDW,PVP-S,2019-07-15,0.4722
7058,telanthar,TDW,PVP-S,2019-07-15,0.9333
7059,laeuftbeidir,TDW,PVP-S,2019-07-15,0.2667
7060,caddam,TDW,PVP-S,2019-07-15,0.3222
7061,draugdae,TDW,PVP-S,2019-07-15,0.2444
7062,vizzerdrix,TDW,PVP-S,2019-07-15,0.1519
7063,mkshield,TDW,PVP-S,2019-07-15,0.9722
7064,snapple,TDW,PVP-S,2019-07-15,0.9148
7065,burrito,TDW,PVP-S,2019-07-15,0.3833
7066,patricio,TDW,PVP-S,2019-07-15,0.3352
7067,randomius,TDW,PVP-S,2019-07-15,0.0
7068,illysana,TDW,PVP-S,2019-07-15,0.0
7069,capitalg,TDW,PVP-S,2019-07-15,0.9093
7070,thoroso,TDW,PVP-S,2019-07-15,0.3481
7071,dsfargeg,TDW,PVP-S,2019-07-15,0.2
7072,jackumallday,TDW,PVP-S,2019-07-15,0.0
7073,divinecrisis,TDW,PVP-S,2019-07-15,0.0167
7074,hoopoe,TDW,PVP-S,2019-07-15,0.2333
7075,evil knot,TDW,PVP-S,2019-07-15,0.2407
7076,saeren,TDW,PVP-S,2019-07-15,0.4111
7077,nezkhy,TDW,PVP-S,2019-07-15,0.0
7078,gorelash,TDW,PVP-S,2019-07-15,0.2981
7079,anonik,TDW,PVP-S,2019-07-15,0.2389
7080,cactusjack,TDW,PVP-S,2019-07-15,0.0
7081,chronomor,TDW,PVP-S,2019-07-15,0.8093
7082,gerillap,TDW,PVP-S,2019-07-15,0.8
7083,drkumquat,TDW,PVP-S,2019-07-15,0.0
7084,jainus,TDW,PVP-S,2019-07-15,0.9778
7085,kabezamtg,TDW,PVP-S,2019-07-15,0.0
7086,lumiere,TDW,PVP-S,2019-07-15,0.4815
7087,mockstar,TDW,PVP-S,2019-07-15,0.0
7088,moriakaice,TDW,PVP-S,2019-07-15,0.0
7089,morris01,TDW,PVP-S,2019-07-15,0.9667
7090,psylun,TDW,PVP-S,2019-07-15,0.0
7091,redwizzard4,TDW,PVP-S,2019-07-15,0.3796
7092,ronbb,TDW,PVP-S,2019-07-15,0.1444
7093,bihotz,TDW,PVP-S,2019-07-15,0.0
7094,biggestbunny,TDW,PVP-S,2019-07-15,0.6593
7095,shomithemonkey,TDW,PVP-S,2019-07-15,0.2
7096,sifter,TDW,PVP-S,2019-07-15,0.687
7097,delmar,TDW,PVP-S,2019-07-15,0.1222
7098,mithras,TDW,PVP-S,2019-07-15,0.2037
7099,icdmize,TDW,PVP-S,2019-07-15,0.1278
7101,cmikaitis,TDW,PVP-S,2019-07-15,0.2426
7102,diviodurr,TDW,PVP-S,2019-07-15,0.0
7103,emissary,TDW,PVP-S,2019-07-15,0.5093
7104,gofreo,TDW,PVP-S,2019-07-15,0.0
7105,greywolf,TDW,PVP-S,2019-07-15,0.2389
7106,gypsiemerald,TDW,PVP-S,2019-07-15,0.0
7107,hburger,TDW,PVP-S,2019-07-15,0.0
7108,jayariel,TDW,PVP-S,2019-07-15,0.0
7109,mongkokkid,TDW,PVP-S,2019-07-15,0.0667
7110,norinth,TDW,PVP-S,2019-07-15,0.0
7111,poptartcat,TDW,PVP-S,2019-07-15,0.0
7112,rentrout,TDW,PVP-S,2019-07-15,0.0
7113,rooster,TDW,PVP-S,2019-07-15,0.0
7114,serenity,TDW,PVP-S,2019-07-15,0.2407
7115,thabombs,TDW,PVP-S,2019-07-15,0.0
7116,tomtecat,TDW,PVP-S,2019-07-15,0.0667
7117,necrossi,TDW,PVP-S,2019-07-15,0.2407
7120,madwren,TDW,PVP-S,2019-07-15,0.9741
7121,matthew,TDW,PVP-S,2019-07-15,1.0
7122,zariath,TDW,PVP-S,2019-07-15,1.0
7123,first,TDW,PVP-S,2019-07-15,0.9056
7124,nickolas,TDW,PVP-S,2019-07-15,0.9778
7125,houdin,TDW,PVP-S,2019-07-15,0.9963
7126,ironer,TDW,PVP-S,2019-07-15,0.9907
7127,shteev,TDW,PVP-S,2019-07-15,1.0
7128,larz70,TDW,PVP-S,2019-07-15,1.0
7129,gideon,TDW,PVP-S,2019-07-15,0.9778
7130,marsdeon,TDW,PVP-S,2019-07-15,0.9296
7131,magicninja1,TDW,PVP-S,2019-07-15,1.0
7132,kagetora,TDW,PVP-S,2019-07-15,1.0
7133,cadmium,TDW,PVP-S,2019-07-15,0.7778
7134,kyrle,TDW,PVP-S,2019-07-15,0.9296
7135,summonghost,TDW,PVP-S,2019-07-15,0.9778
7136,yogsoth,TDW,PVP-S,2019-07-15,0.9741
7137,zw2007,TDW,PVP-S,2019-07-15,1.0
7138,oikeus,TDW,PVP-S,2019-07-15,1.0
7139,soybomb,TDW,PVP-S,2019-07-15,0.9519
7140,nezumi,RAW,PVP-S,2019-07-07,1.0
7141,yaanchy,RAW,PVP-S,2019-07-07,0.9458
7142,twister,RAW,PVP-S,2019-07-07,0.9583
7143,cerberus,RAW,PVP-S,2019-07-07,0.9833
7144,mister20,RAW,PVP-S,2019-07-07,0.9333
7145,fartingsnail,RAW,PVP-S,2019-07-07,1.0
7146,shrek,RAW,PVP-S,2019-07-07,1.0
7147,operasm,RAW,PVP-S,2019-07-07,0.95
7148,amoxjs,RAW,PVP-S,2019-07-07,0.9042
7149,hesturk,RAW,PVP-S,2019-07-07,0.9875
7150,laeuftbeidir,RAW,PVP-S,2019-07-07,0.775
7151,zohair,RAW,PVP-S,2019-07-07,0.9083
7152,europachaos,RAW,PVP-S,2019-07-07,0.95
7153,guest,RAW,PVP-S,2019-07-07,0.9583
7154,hueytw,RAW,PVP-S,2019-07-07,0.9167
7155,oibaf2000,RAW,PVP-S,2019-07-07,0.9583
7156,lost4g,RAW,PVP-S,2019-07-07,0.8792
7157,edhmage,RAW,PVP-S,2019-07-07,0.9167
7158,omi77,RAW,PVP-S,2019-07-07,0.8917
7159,magegaga,RAW,PVP-S,2019-07-07,0.9583
7160,anonik,RAW,PVP-S,2019-07-07,1.0
7161,tamiyo,RAW,PVP-S,2019-07-07,0.6917
7162,theros,RAW,PVP-S,2019-07-07,0.7375
7163,demonious,RAW,PVP-S,2019-07-07,0.9167
7164,6demonbag,RAW,PVP-S,2019-07-07,0.7708
7165,schmara,RAW,PVP-S,2019-07-07,0.8167
7166,kauppila,RAW,PVP-S,2019-07-07,0.8583
7167,alfredseet,RAW,PVP-S,2019-07-07,0.8833
7168,valdahsor,RAW,PVP-S,2019-07-07,1.0
7169,lokijira,RAW,PVP-S,2019-07-07,0.6
7170,macabra,RAW,PVP-S,2019-07-07,0.5375
7171,mjuhlz,RAW,PVP-S,2019-07-07,0.6875
7172,themorbo,RAW,PVP-S,2019-07-07,0.8833
7173,nyarlathotep,RAW,PVP-S,2019-07-07,0.9042
7174,potency,RAW,PVP-S,2019-07-07,1.0
7175,jainus,RAW,PVP-S,2019-07-07,1.0
7176,themuffinman,RAW,PVP-S,2019-07-07,0.9292
7177,tinyau,RAW,PVP-S,2019-07-07,0.9167
7178,tomnoxx,RAW,PVP-S,2019-07-07,0.6542
7179,analconda,RAW,PVP-S,2019-07-07,1.0
7180,raunen,RAW,PVP-S,2019-07-07,0.8917
7181,oikeus,RAW,PVP-S,2019-07-07,0.875
7182,donthateme,RAW,PVP-S,2019-07-07,0.7875
7183,d3r3lict,RAW,PVP-S,2019-07-07,0.9542
7184,soybomb,RAW,PVP-S,2019-07-07,0.9458
7185,kensei,RAW,PVP-S,2019-07-07,0.6708
7186,darkcanuck,RAW,PVP-S,2019-07-07,0.7375
7187,magicdj,RAW,PVP-S,2019-07-07,0.2333
7188,mjrcogs,RAW,PVP-S,2019-07-07,0.8208
7189,gaston,RAW,PVP-S,2019-07-07,0.625
7190,djganesh,RAW,PVP-S,2019-07-07,0.4833
7191,morgoth,RAW,PVP-S,2019-07-07,0.6
7192,rylenor,RAW,PVP-S,2019-07-07,0.4167
7193,tomcatmcgee,RAW,PVP-S,2019-07-07,0.375
7194,pinkyellow1203,RAW,PVP-S,2019-07-07,0.7167
7195,saeren,RAW,PVP-S,2019-07-07,0.5125
7196,skeletor,RAW,PVP-S,2019-07-07,0.7208
7197,biggestbunny,RAW,PVP-S,2019-07-07,0.0708
7200,caddam,RAW,PVP-S,2019-07-07,0.7917
7201,draugdae,RAW,PVP-S,2019-07-07,1.0
7202,vizzerdrix,RAW,PVP-S,2019-07-07,0.5208
7203,bebop112,RAW,PVP-S,2019-07-07,0.1708
7204,mkshield,RAW,PVP-S,2019-07-07,1.0
7205,burrito,RAW,PVP-S,2019-07-07,0.95
7206,snapple,RAW,PVP-S,2019-07-07,0.15
7207,patricio,RAW,PVP-S,2019-07-07,1.0
7208,randomius,RAW,PVP-S,2019-07-07,0.325
7209,illysana,RAW,PVP-S,2019-07-07,0.0
7210,jackumallday,RAW,PVP-S,2019-07-07,0.2708
7211,divinecrisis,RAW,PVP-S,2019-07-07,0.475
7212,dsfargeg,RAW,PVP-S,2019-07-07,1.0
7213,evil knot,RAW,PVP-S,2019-07-07,0.3792
7214,gorelash,RAW,PVP-S,2019-07-07,0.0292
7215,mithras,RAW,PVP-S,2019-07-07,0.0
7216,nezkhy,RAW,PVP-S,2019-07-07,0.8
7217,hoopoe,RAW,PVP-S,2019-07-07,0.6792
7218,thoroso,RAW,PVP-S,2019-07-07,0.6792
7219,capitalg,RAW,PVP-S,2019-07-07,0.0
7220,cactusjack,RAW,PVP-S,2019-07-07,0.0
7223,gerillap,RAW,PVP-S,2019-07-07,0.6583
7224,huanchoo,RAW,PVP-S,2019-07-07,0.8583
7226,kabezamtg,RAW,PVP-S,2019-07-07,0.0
7227,lumiere,RAW,PVP-S,2019-07-07,0.0292
7228,mockstar,RAW,PVP-S,2019-07-07,0.0
7229,moriakaice,RAW,PVP-S,2019-07-07,0.0
7230,morris01,RAW,PVP-S,2019-07-07,0.5958
